datetime,Temperature,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions
2020-03-05 13,21.0,0.0,13.0,10.0,49.7,52.84,2.0
2020-03-05 14,22.0,0.0,7.6,10.0,50.0,46.46,2.0
2020-03-05 15,22.0,0.0,7.6,10.0,27.2,49.66,2.0
2020-03-05 16,21.0,0.0,9.4,10.0,27.0,52.85,2.0
2020-03-05 17,21.0,0.0,11.2,10.0,27.2,52.88,2.0
2020-03-05 18,20.0,0.0,12.9,10.0,27.2,60.06,2.0
2020-03-05 19,18.0,0.0,9.4,10.0,27.0,63.72,2.0
2020-03-05 20,17.0,0.0,11.1,10.0,27.2,67.84,2.0
2020-03-05 21,16.0,0.0,9.3,10.0,0.4,72.27,0.0
2020-03-05 22,15.0,0.0,12.9,10.0,27.0,82.29,2.0
2020-03-05 23,14.0,0.0,1.8,10.0,27.2,82.16,2.0
2020-03-06 03,11.4,0.0,7.7,10.0,27.5,88.83,2.0
2020-03-06 04,15.0,0.0,9.5,10.0,10.1,68.05,0.0
2020-03-06 05,15.0,0.0,9.4,10.0,27.2,67.38,2.0
2020-03-06 06,15.0,0.0,9.4,10.0,27.2,67.41,2.0
2020-03-06 07,15.0,0.0,3.7,10.0,27.0,67.43,2.0
2020-03-06 08,15.0,0.0,11.2,10.0,50.0,72.09,2.0
2020-03-06 09,18.0,0.0,16.6,10.0,27.3,63.74,2.0
2020-03-06 10,18.0,0.0,24.1,10.0,49.7,67.94,2.0
2020-03-06 11,18.0,0.0,18.4,10.0,50.0,63.67,2.0
2020-03-06 12,20.0,0.0,27.7,10.0,50.0,56.18,2.0
2020-03-06 13,20.0,0.0,27.7,10.0,50.0,49.13,2.0
2020-03-06 14,22.0,0.0,31.7,10.0,50.0,43.51,2.0
2020-03-06 15,21.0,0.0,27.8,10.0,50.0,43.24,2.0
2020-03-06 16,19.0,0.0,35.2,10.0,49.7,48.75,2.0
2020-03-06 17,18.0,0.0,31.6,10.0,50.0,52.15,2.0
2020-03-06 18,17.0,0.0,33.4,10.0,50.0,51.86,2.0
2020-03-06 19,14.0,0.0,29.4,10.0,50.0,58.64,2.0
2020-03-06 20,14.0,0.0,11.1,10.0,50.0,62.81,2.0
2020-03-06 21,14.0,0.0,13.0,10.0,50.0,62.81,2.0
2020-03-06 22,14.0,0.2,5.4,10.0,49.7,58.62,5.0
2020-03-06 23,14.0,0.0,27.8,10.0,88.7,58.66,1.0
2020-03-07 00,13.0,0.0,24.1,10.0,88.7,58.41,1.0
2020-03-07 03,11.0,0.0,24.1,7.0,67.5,71.28,2.0
2020-03-07 04,10.0,0.6,14.7,9.0,67.2,76.27,5.0
2020-03-07 05,11.0,0.0,18.4,9.0,67.5,66.58,2.0
2020-03-07 06,9.0,0.0,18.4,9.0,67.5,70.98,2.0
2020-03-07 07,9.0,0.0,18.3,10.0,35.8,70.94,2.0
2020-03-07 08,10.0,0.0,22.3,10.0,67.5,66.39,2.0
2020-03-07 09,9.0,0.0,18.3,8.0,67.7,81.52,2.0
2020-03-07 10,11.0,0.0,27.7,8.0,67.8,76.37,2.0
2020-03-07 11,11.0,0.0,22.3,8.0,67.7,81.69,2.0
2020-03-07 12,13.0,0.0,20.6,8.0,67.7,71.66,2.0
2020-03-07 13,14.0,0.0,29.5,10.0,67.2,62.68,2.0
2020-03-07 14,13.0,0.0,27.7,8.0,67.5,71.58,2.0
2020-03-07 15,13.0,0.0,26.0,10.0,67.5,71.63,2.0
2020-03-07 16,12.0,0.0,25.9,8.0,66.8,71.5,2.0
2020-03-07 17,12.0,0.0,20.5,10.0,67.5,66.75,2.0
2020-03-07 18,11.0,0.0,27.7,10.0,67.5,71.28,2.0
2020-03-07 19,11.0,0.0,24.1,10.0,49.7,71.27,2.0
2020-03-07 20,11.0,0.0,18.4,10.0,50.2,71.36,2.0
2020-03-07 21,10.0,0.0,22.3,8.0,50.2,81.62,2.0
2020-03-07 22,10.0,0.0,22.3,8.0,49.7,81.58,2.0
2020-03-07 23,11.0,0.0,20.5,8.0,50.2,76.36,2.0
2020-03-08 03,11.0,0.0,16.6,8.0,67.7,76.36,2.0
2020-03-08 04,10.9,1.0,14.7,8.0,49.4,76.6,5.0
2020-03-08 05,10.0,0.0,11.2,8.0,50.2,81.56,2.0
2020-03-08 06,10.0,0.0,18.4,8.0,50.2,81.43,2.0
2020-03-08 07,11.0,0.0,14.8,8.0,66.8,76.57,2.0
2020-03-08 08,11.0,0.0,13.0,10.0,67.5,76.24,2.0
2020-03-08 09,13.0,0.0,16.6,10.0,50.0,71.58,2.0
2020-03-08 10,15.0,3.0,20.5,10.0,49.7,67.49,5.0
2020-03-08 11,15.0,0.0,33.5,8.0,50.0,54.86,2.0
2020-03-08 12,13.0,0.0,29.5,8.0,50.0,66.83,2.0
2020-03-08 13,13.0,0.0,18.4,8.0,50.0,71.52,2.0
2020-03-08 14,15.0,0.0,27.8,8.0,50.0,62.85,2.0
2020-03-08 15,16.0,0.0,33.5,8.0,50.0,55.1,2.0
2020-03-08 16,15.0,0.0,31.7,8.0,49.7,54.93,2.0
2020-03-08 17,15.0,0.0,29.5,8.0,50.0,54.84,2.0
2020-03-08 18,14.0,0.0,22.3,8.0,50.0,58.5,2.0
2020-03-08 19,12.0,1.0,13.0,8.0,49.7,71.52,5.0
2020-03-08 20,12.0,0.0,7.6,10.0,50.0,71.42,2.0
2020-03-08 21,12.0,0.0,11.2,10.0,50.0,66.72,2.0
2020-03-08 22,12.0,0.0,11.2,10.0,49.7,66.8,2.0
2020-03-08 23,11.0,0.0,7.6,10.0,50.0,71.28,2.0
2020-03-09 00,10.0,0.0,14.7,10.0,27.3,76.19,2.0
2020-03-09 03,10.0,0.0,11.1,10.0,27.3,76.25,2.0
2020-03-09 04,9.0,0.0,9.4,10.0,27.0,81.5,2.0
2020-03-09 05,9.0,0.0,14.7,10.0,27.3,87.29,2.0
2020-03-09 06,9.0,0.0,9.3,10.0,27.3,87.29,2.0
2020-03-09 07,9.0,0.0,11.2,10.0,27.0,87.29,2.0
2020-03-09 08,10.0,0.0,9.3,10.0,36.1,81.65,2.0
2020-03-09 09,11.0,0.0,12.9,10.0,36.1,81.78,2.0
2020-03-09 10,14.0,0.0,14.7,10.0,36.5,67.36,2.0
2020-03-09 11,16.0,0.0,14.9,10.0,50.0,63.18,2.0
2020-03-09 12,16.0,0.0,16.6,10.0,67.5,63.15,2.0
2020-03-09 13,16.0,0.0,18.3,10.0,50.4,59.19,2.0
2020-03-09 14,17.0,0.0,20.6,10.0,50.0,55.38,2.0
2020-03-09 15,17.0,0.0,24.2,10.0,50.0,55.38,2.0
2020-03-09 16,17.0,0.0,20.5,10.0,50.1,55.45,2.0
2020-03-09 17,17.0,0.0,22.4,10.0,50.0,55.46,2.0
2020-03-09 18,16.0,0.0,22.4,10.0,50.0,59.13,2.0
2020-03-09 19,12.0,0.0,27.7,8.0,49.7,81.74,2.0
2020-03-09 20,12.0,0.0,27.6,10.0,67.5,81.82,2.0
2020-03-09 21,11.0,0.0,16.6,10.0,50.0,81.62,2.0
2020-03-09 22,11.0,0.0,13.0,10.0,50.0,76.24,2.0
2020-03-09 23,12.0,0.0,20.6,10.0,50.0,66.59,2.0
2020-03-10 03,10.0,0.0,16.5,10.0,50.2,66.34,2.0
2020-03-10 04,9.0,0.0,16.5,8.0,49.7,81.48,2.0
2020-03-10 05,9.0,0.0,11.2,8.0,50.2,87.29,2.0
2020-03-10 06,8.0,0.0,5.4,8.0,50.0,93.33,2.0
2020-03-10 07,8.0,0.0,13.0,10.0,49.7,93.35,2.0
2020-03-10 08,9.0,0.0,11.2,10.0,50.0,87.22,2.0
2020-03-10 09,11.0,0.0,5.5,10.0,36.1,81.69,2.0
2020-03-10 10,13.0,0.0,20.4,10.0,36.3,76.87,2.0
2020-03-10 11,14.0,0.0,33.4,10.0,36.1,71.77,2.0
2020-03-10 12,16.0,0.0,31.6,10.0,36.0,63.2,2.0
2020-03-10 13,16.0,0.4,35.3,10.0,35.8,63.19,5.0
2020-03-10 14,16.0,0.0,29.5,10.0,36.1,63.12,2.0
2020-03-10 15,16.0,0.0,33.5,8.0,36.1,59.01,2.0
2020-03-10 16,16.0,0.0,29.5,10.0,36.5,59.27,2.0
2020-03-10 17,15.0,0.0,27.7,10.0,36.1,58.9,2.0
2020-03-10 18,14.0,0.0,20.5,10.0,50.0,71.82,2.0
2020-03-10 19,13.0,0.0,14.9,10.0,36.6,76.83,2.0
2020-03-10 20,13.0,0.0,16.5,10.0,36.1,71.69,2.0
2020-03-10 21,12.0,0.0,11.2,10.0,27.3,76.49,2.0
2020-03-10 22,12.0,0.0,9.4,10.0,27.0,76.59,2.0
2020-03-10 23,12.0,0.0,13.0,10.0,27.3,81.82,2.0
2020-03-11 00,12.0,0.0,11.2,10.0,27.3,81.85,2.0
2020-03-11 03,12.0,0.0,5.4,10.0,50.0,76.52,2.0
2020-03-11 04,11.0,0.0,11.1,10.0,49.7,81.79,2.0
2020-03-11 05,10.0,0.0,7.6,10.0,27.3,87.32,2.0
2020-03-11 06,11.0,0.0,7.6,10.0,27.2,81.72,2.0
2020-03-11 07,11.0,0.0,11.2,10.0,27.0,81.79,2.0
2020-03-11 08,12.0,0.0,7.6,10.0,50.0,87.57,2.0
2020-03-11 09,13.0,0.0,11.2,8.0,36.3,87.66,2.0
2020-03-11 10,14.0,0.0,7.6,6.0,53.7,87.85,2.0
2020-03-11 11,14.0,0.0,9.5,4.1,50.2,87.49,2.0
2020-03-11 12,16.0,0.0,11.2,8.0,67.7,77.18,2.0
2020-03-11 13,17.0,0.4,14.8,8.0,67.9,77.54,5.0
2020-03-11 14,16.0,0.0,16.6,8.0,67.7,77.15,2.0
2020-03-11 15,17.0,0.0,14.8,8.0,67.7,67.82,2.0
2020-03-11 16,16.0,0.0,18.4,8.0,67.8,77.33,2.0
2020-03-11 17,16.0,0.0,18.4,8.0,67.5,72.22,2.0
2020-03-11 18,16.0,0.0,16.5,8.0,67.5,72.24,2.0
2020-03-11 19,15.0,0.0,12.9,8.0,36.1,72.27,2.0
2020-03-11 20,14.0,0.0,7.5,10.0,27.3,76.87,2.0
2020-03-11 21,13.0,0.0,5.4,10.0,27.3,87.66,2.0
2020-03-11 22,13.0,0.0,7.6,10.0,26.9,87.78,2.0
2020-03-11 23,13.0,0.0,7.5,10.0,27.3,87.69,2.0
2020-03-12 00,12.0,0.0,3.6,10.0,27.3,87.6,2.0
2020-03-12 03,11.0,0.0,9.3,8.0,27.3,93.55,2.0
2020-03-12 04,11.0,0.0,5.4,8.0,27.3,87.51,2.0
2020-03-12 05,10.0,0.0,9.4,8.0,27.2,93.5,2.0
2020-03-12 06,10.0,0.0,9.3,8.0,27.3,87.41,2.0
2020-03-12 07,10.0,0.0,9.3,8.0,27.2,87.41,2.0
2020-03-12 08,11.0,0.0,7.5,8.0,27.0,87.51,2.0
2020-03-12 09,14.0,0.0,11.1,8.0,27.0,76.93,2.0
2020-03-12 10,16.0,0.0,12.8,8.0,26.9,63.36,2.0
2020-03-12 11,17.0,0.0,9.3,8.0,27.0,59.28,2.0
2020-03-12 12,19.0,0.0,9.3,10.0,27.0,52.22,2.0
2020-03-12 13,21.0,0.0,7.5,10.0,0.0,43.19,0.0
2020-03-12 14,22.0,0.0,11.1,10.0,0.0,37.89,0.0
2020-03-12 15,22.0,0.0,5.4,10.0,0.0,40.55,0.0
2020-03-12 16,22.0,0.0,9.3,10.0,0.0,46.4,0.0
2020-03-12 17,20.0,0.0,7.6,10.0,27.0,49.07,2.0
2020-03-12 18,18.0,0.0,7.6,10.0,27.0,51.91,2.0
2020-03-12 19,15.0,0.0,1.9,10.0,26.9,63.14,2.0
2020-03-12 20,14.0,0.0,5.4,10.0,27.0,62.74,2.0
2020-03-12 21,15.0,0.0,11.1,10.0,27.0,76.99,2.0
2020-03-12 22,12.0,0.0,1.9,10.0,26.9,87.71,2.0
2020-03-12 23,14.0,0.0,5.4,10.0,27.0,82.13,2.0
2020-03-13 00,12.0,0.0,0.0,10.0,27.0,87.57,2.0
2020-03-13 03,11.0,0.0,5.4,10.0,27.2,93.57,2.0
2020-03-13 04,12.0,0.0,5.4,10.0,27.0,87.63,2.0
2020-03-13 05,9.4,0.0,2.8,10.0,0.0,90.01,0.0
2020-03-13 06,11.9,0.0,3.6,10.0,25.0,82.08,0.0
2020-03-13 07,10.9,0.0,7.5,9.9,25.0,87.56,0.0
2020-03-13 08,14.0,0.0,12.9,10.0,27.0,76.9,2.0
2020-03-13 09,16.0,0.0,11.1,10.0,27.0,63.24,2.0
2020-03-13 10,19.2,0.0,14.9,10.0,31.4,48.73,2.0
2020-03-13 11,21.9,0.0,14.6,10.0,25.0,40.83,0.0
2020-03-13 12,24.0,0.0,11.1,10.0,27.0,36.01,2.0
2020-03-13 13,25.8,0.0,11.3,10.0,31.6,34.92,2.0
2020-03-13 14,26.9,0.0,9.4,10.0,25.0,34.55,0.0
2020-03-13 15,27.0,0.0,9.4,10.0,27.0,30.12,2.0
2020-03-13 16,24.7,0.0,14.5,10.0,88.0,48.22,1.0
2020-03-13 17,23.0,0.0,14.7,10.0,27.2,53.14,2.0
2020-03-13 18,19.0,0.0,7.6,10.0,27.2,59.58,2.0
2020-03-13 19,17.0,0.0,3.6,10.0,26.9,67.8,2.0
2020-03-13 20,16.0,0.0,1.8,10.0,27.0,77.15,2.0
2020-03-13 21,15.0,0.0,0.0,10.0,27.0,82.2,2.0
2020-03-13 22,15.0,0.0,0.1,10.0,26.9,82.42,2.0
2020-03-13 23,14.0,0.0,0.0,10.0,27.0,82.13,2.0
2020-03-14 00,15.0,0.0,0.0,10.0,27.0,77.05,2.0
2020-03-14 03,11.0,0.0,7.5,8.0,27.0,93.52,2.0
2020-03-14 04,12.0,0.0,1.8,8.0,26.9,87.7,2.0
2020-03-14 05,12.0,0.0,0.0,8.0,27.0,87.57,2.0
2020-03-14 06,10.0,0.0,0.0,8.0,27.2,93.5,2.0
2020-03-14 07,11.7,0.0,3.6,8.0,26.9,89.89,2.0
2020-03-14 08,14.9,0.0,0.1,8.0,25.0,82.46,0.0
2020-03-14 09,16.9,0.0,11.3,10.0,25.0,68.04,0.0
2020-03-14 10,17.9,0.0,11.3,10.0,25.5,64.22,2.0
2020-03-14 11,18.9,0.0,20.5,10.0,25.3,68.28,2.0
2020-03-14 12,19.9,0.0,24.2,10.0,25.3,60.15,2.0
2020-03-14 13,20.9,0.0,24.1,10.1,25.3,56.54,2.0
2020-03-14 14,21.0,0.0,22.3,10.0,27.3,56.43,2.0
2020-03-14 15,21.0,0.0,22.3,10.0,27.3,40.41,2.0
2020-03-14 16,20.0,0.0,22.4,10.0,27.0,45.94,2.0
2020-03-14 17,20.0,0.0,20.6,10.0,27.3,49.22,2.0
2020-03-14 18,18.0,0.0,24.2,10.0,27.3,55.74,2.0
2020-03-14 19,16.0,0.0,33.3,10.0,26.9,67.62,2.0
2020-03-14 20,16.0,0.0,24.1,10.0,27.3,67.61,2.0
2020-03-14 21,15.0,0.0,18.4,10.0,27.3,76.97,2.0
2020-03-14 22,15.0,0.0,18.3,10.0,26.9,72.09,2.0
2020-03-14 23,15.0,0.0,14.8,10.0,27.3,72.06,2.0
2020-03-15 04,13.0,0.0,9.4,10.0,26.9,82.08,2.0
2020-03-15 05,13.0,0.0,7.6,10.0,27.3,82.01,2.0
2020-03-15 06,13.0,0.0,9.4,10.0,27.3,82.01,2.0
2020-03-15 07,13.0,0.0,11.2,10.0,26.9,82.12,2.0
2020-03-15 08,14.0,0.0,9.3,10.0,27.3,76.9,2.0
2020-03-15 09,15.0,0.0,13.0,10.0,36.1,72.06,2.0
2020-03-15 10,17.0,0.0,13.0,10.0,49.4,63.56,2.0
2020-03-15 11,17.0,0.0,12.9,10.0,67.5,67.72,2.0
2020-03-15 12,19.0,0.0,11.2,10.0,36.0,59.69,2.0
2020-03-15 13,19.0,0.0,16.5,10.0,26.9,59.83,2.0
2020-03-15 14,19.0,0.0,16.5,10.0,27.2,59.67,2.0
2020-03-15 15,19.0,0.0,14.8,10.0,27.2,59.74,2.0
2020-03-15 16,19.0,0.0,18.3,10.0,26.9,59.75,2.0
2020-03-15 17,17.0,0.0,16.6,10.0,27.0,67.74,2.0
2020-03-15 18,15.0,0.0,16.5,10.0,27.0,72.01,2.0
2020-03-15 19,14.0,0.0,12.9,10.0,26.9,82.19,2.0
2020-03-15 20,13.0,0.0,9.3,10.0,27.2,87.66,2.0
2020-03-15 21,13.0,0.0,5.4,10.0,27.2,82.01,2.0
2020-03-15 22,12.0,0.0,3.6,10.0,26.9,87.69,2.0
2020-03-15 23,12.0,0.0,0.0,10.0,49.9,93.57,2.0
2020-03-16 03,11.0,0.0,3.6,10.0,27.2,93.55,2.0
2020-03-16 04,11.0,0.2,3.6,10.0,26.9,93.63,5.0
2020-03-16 05,10.0,0.0,3.6,10.0,27.2,93.5,2.0
2020-03-16 06,9.0,0.0,0.1,8.0,27.2,93.45,2.0
2020-03-16 07,9.0,0.2,0.0,8.0,27.0,93.48,5.0
2020-03-16 08,14.0,0.0,9.4,8.0,27.2,87.78,2.0
2020-03-16 09,16.0,0.0,7.6,10.0,27.2,72.27,2.0
2020-03-16 10,18.0,0.0,18.2,10.0,27.0,63.81,2.0
2020-03-16 11,18.0,0.0,18.3,10.0,27.3,63.62,2.0
2020-03-16 12,20.0,0.0,20.5,10.0,27.2,56.18,2.0
2020-03-16 13,20.0,0.0,22.3,10.0,1.1,52.7,0.0
2020-03-16 14,20.0,0.0,25.9,10.0,0.6,52.54,0.0
2020-03-16 15,19.0,0.0,24.1,10.0,1.2,55.91,0.0
2020-03-16 16,19.0,0.0,18.4,10.0,27.8,59.95,2.0
2020-03-16 17,18.0,0.0,25.9,10.0,50.0,63.62,2.0
2020-03-16 18,17.0,0.0,22.4,10.0,50.2,72.32,2.0
2020-03-16 19,16.0,0.0,18.4,10.0,49.7,77.21,2.0
2020-03-16 20,16.0,0.0,20.6,10.0,50.2,77.15,2.0
2020-03-16 21,16.0,0.0,24.2,10.0,50.2,77.18,2.0
2020-03-16 22,15.0,0.0,20.5,10.0,49.7,82.27,2.0
2020-03-16 23,15.0,0.0,14.8,10.0,50.0,77.03,2.0
2020-03-17 00,15.0,0.0,16.6,10.0,50.0,82.23,2.0
2020-03-17 03,14.2,0.0,21.8,10.0,50.0,85.24,2.0
2020-03-17 04,13.4,0.0,18.4,10.0,32.8,82.43,2.0
2020-03-17 05,13.4,0.0,16.4,10.0,50.0,82.06,2.0
2020-03-17 06,13.4,0.0,19.4,10.0,50.0,82.06,2.0
2020-03-17 07,14.0,0.0,5.5,10.0,49.7,82.14,2.0
2020-03-17 08,15.0,0.0,9.4,10.0,50.0,77.06,2.0
2020-03-17 09,16.0,0.0,13.0,10.0,36.1,72.27,2.0
2020-03-17 10,16.0,0.0,13.0,10.0,50.1,72.25,2.0
2020-03-17 11,18.0,0.0,22.4,10.0,50.0,59.52,2.0
2020-03-17 12,18.0,0.0,18.4,10.0,67.7,59.5,2.0
2020-03-17 13,19.0,0.0,20.5,10.0,67.4,56.1,2.0
2020-03-17 14,19.0,0.0,22.3,10.0,67.7,63.77,2.0
2020-03-17 15,19.0,0.0,20.6,10.0,67.5,63.8,2.0
2020-03-17 16,19.0,0.0,29.4,10.0,36.6,60.01,2.0
2020-03-17 17,18.0,0.0,26.0,10.0,67.5,63.65,2.0
2020-03-17 18,17.0,0.0,16.6,10.0,67.5,67.77,2.0
2020-03-17 19,16.0,0.0,18.4,10.0,66.8,77.3,2.0
2020-03-17 20,16.0,0.0,16.6,10.0,36.0,72.27,2.0
2020-03-17 21,15.0,0.0,16.6,10.0,49.9,82.26,2.0
2020-03-17 22,15.0,0.0,9.4,10.0,26.9,82.36,2.0
2020-03-17 23,15.0,0.0,11.2,10.0,27.3,77.06,2.0
2020-03-18 00,15.0,0.0,7.7,10.0,27.3,77.06,2.0
2020-03-18 03,14.0,0.0,9.4,10.0,27.3,76.87,2.0
2020-03-18 04,14.0,0.0,7.6,10.0,26.9,76.95,2.0
2020-03-18 05,14.0,0.0,7.6,10.0,27.6,76.9,2.0
2020-03-18 06,14.0,0.0,5.5,10.0,27.3,76.87,2.0
2020-03-18 07,14.0,0.0,7.6,10.0,26.9,72.06,2.0
2020-03-18 08,14.0,0.0,3.6,10.0,27.3,71.93,2.0
2020-03-18 09,15.0,0.0,7.6,10.0,27.3,67.4,2.0
2020-03-18 10,15.0,0.0,13.0,10.0,27.5,67.52,2.0
2020-03-18 11,17.0,0.0,14.8,10.0,27.3,59.3,2.0
2020-03-18 12,18.0,0.0,13.0,10.0,27.3,55.65,2.0
2020-03-18 13,17.9,0.0,12.9,10.0,50.5,55.99,2.0
2020-03-18 14,17.0,0.0,11.2,10.0,50.0,59.24,2.0
2020-03-18 15,17.0,0.0,11.2,10.0,36.1,63.35,2.0
2020-03-18 16,17.0,0.0,12.9,10.0,35.6,59.63,2.0
2020-03-18 17,16.0,0.0,13.0,10.0,36.1,67.54,2.0
2020-03-18 18,16.0,0.0,14.8,10.0,36.1,63.17,2.0
2020-03-19 05,9.0,0.0,0.0,10.0,27.3,93.42,2.0
2020-03-19 06,9.0,0.0,3.6,10.0,27.3,93.42,2.0
2020-03-19 07,10.0,0.0,1.8,10.0,27.0,93.42,2.0
2020-03-19 08,12.0,0.0,0.0,10.0,27.2,93.6,2.0
2020-03-19 09,14.0,0.0,5.4,10.0,27.2,76.87,2.0
2020-03-19 10,16.0,0.0,13.0,10.0,50.6,67.85,2.0
2020-03-19 11,16.0,0.0,11.2,10.0,50.0,67.46,2.0
2020-03-19 12,16.0,0.0,11.2,10.0,50.0,67.46,2.0
2020-03-19 13,16.0,0.0,14.8,10.0,49.7,59.06,2.0
2020-03-19 14,17.0,0.0,11.2,10.0,50.0,59.24,2.0
2020-03-19 15,17.0,0.0,11.2,10.0,50.0,55.42,2.0
2020-03-19 16,17.0,0.0,16.6,,0.0,51.84,0.0
2020-03-19 17,17.0,0.0,14.8,10.0,50.0,51.75,2.0
2020-03-19 18,16.0,0.0,14.8,10.0,50.0,58.99,2.0
2020-03-19 19,15.0,0.0,13.0,10.0,49.4,67.57,2.0
2020-03-20 05,13.0,0.0,9.4,10.0,50.0,87.63,2.0
2020-03-20 06,13.0,0.0,5.4,10.0,50.0,87.66,2.0
2020-03-20 07,13.0,0.0,7.5,10.0,26.9,87.76,2.0
2020-03-20 08,15.0,0.0,16.5,10.0,50.0,82.29,2.0
2020-03-20 09,17.0,0.0,14.7,10.0,27.3,67.87,2.0
2020-03-20 10,18.0,0.0,16.6,10.0,49.4,59.65,2.0
2020-03-20 11,19.0,0.0,20.5,10.0,50.0,55.95,2.0
2020-03-20 12,20.0,0.0,18.4,10.0,36.1,52.5,2.0
2020-03-20 13,21.0,0.0,22.3,10.0,26.9,49.63,2.0
2020-03-20 14,19.0,0.0,24.1,10.0,27.2,55.82,2.0
2020-03-20 15,19.0,0.0,25.9,10.0,27.3,55.93,2.0
2020-03-20 16,19.0,0.0,22.4,10.0,26.9,56.13,2.0
2020-03-20 17,17.0,0.0,27.8,10.0,27.2,63.35,2.0
2020-03-20 18,16.0,0.0,27.8,10.0,36.0,67.49,2.0
2020-03-21 05,14.0,0.0,14.8,10.0,67.5,87.72,2.0
2020-03-21 06,14.0,0.0,14.8,8.0,67.6,87.73,2.0
2020-03-21 07,14.0,2.0,11.3,8.0,49.7,82.17,5.0
2020-03-21 08,15.0,0.0,14.7,10.0,50.2,82.32,2.0
2020-03-21 09,16.0,0.0,20.6,10.0,50.2,72.27,2.0
2020-03-21 10,16.0,0.2,20.6,10.0,49.7,72.29,5.0
2020-03-21 11,16.0,0.0,18.4,10.0,50.0,72.22,2.0
2020-03-21 12,16.0,0.0,20.6,10.0,50.0,72.24,2.0
2020-03-21 13,16.0,0.0,18.5,10.0,49.7,72.3,2.0
2020-03-21 14,16.0,0.0,20.6,10.0,50.2,72.24,2.0
2020-03-21 15,16.0,0.0,20.6,10.0,50.2,77.18,2.0
2020-03-21 16,16.0,0.0,16.7,10.0,49.7,77.21,2.0
2020-03-21 17,16.0,0.0,11.3,10.0,50.2,77.21,2.0
2020-03-22 05,14.0,0.0,9.4,8.0,67.7,87.72,2.0
2020-03-22 06,14.0,0.0,9.4,8.0,88.9,87.72,1.0
2020-03-22 07,14.0,3.0,7.6,8.0,67.2,87.79,5.0
2020-03-22 08,15.0,0.0,12.9,8.0,50.2,82.26,2.0
2020-03-22 09,17.0,0.0,16.6,8.0,50.0,72.43,2.0
2020-03-22 10,17.0,0.0,16.6,10.0,49.7,72.49,2.0
2020-03-22 11,17.0,0.0,16.6,10.0,50.0,67.82,2.0
2020-03-22 12,19.0,0.0,14.8,10.0,50.0,63.87,2.0
2020-03-22 13,17.0,0.6,20.5,10.0,49.7,72.5,5.0
2020-03-22 14,17.0,0.0,16.5,10.0,50.0,72.29,2.0
2020-03-22 15,17.0,0.0,18.3,10.0,50.0,72.29,2.0
2020-03-22 16,18.0,0.0,18.4,10.0,49.7,63.7,2.0
2020-03-22 17,16.0,0.0,18.3,10.0,50.0,72.16,2.0
2020-03-23 05,11.0,0.0,3.6,10.0,49.9,87.47,2.0
2020-03-23 06,11.0,0.0,5.4,10.0,49.9,93.52,2.0
2020-03-23 07,12.0,0.2,1.8,10.0,49.7,87.62,5.0
2020-03-23 08,13.0,0.0,7.5,10.0,50.0,87.69,2.0
2020-03-23 09,15.0,0.0,9.4,10.0,50.0,82.32,2.0
2020-03-23 10,17.0,0.0,9.4,10.0,49.7,67.84,2.0
2020-03-23 11,18.0,0.0,9.4,10.0,50.0,63.69,2.0
2020-03-23 12,16.0,0.0,13.0,10.0,50.0,67.59,2.0
2020-03-23 13,18.0,0.0,16.6,10.0,49.7,63.64,2.0
2020-03-23 14,18.0,0.0,18.4,10.0,50.0,59.48,2.0
2020-03-23 15,17.0,0.0,18.4,10.0,50.0,63.33,2.0
2020-03-23 16,18.0,0.0,18.4,10.0,49.7,63.69,2.0
2020-03-23 17,17.0,0.0,18.4,10.0,50.0,67.72,2.0
2020-03-24 05,13.0,0.0,20.6,10.0,50.0,71.6,2.0
2020-03-24 06,12.0,0.0,26.2,10.0,50.0,66.2,2.0
2020-03-24 07,12.0,0.0,20.6,10.0,49.7,71.56,2.0
2020-03-24 08,13.0,0.0,18.4,10.0,67.5,66.88,2.0
2020-03-24 09,13.0,0.0,16.6,10.0,67.5,66.85,2.0
2020-03-24 10,14.0,0.0,16.6,10.0,67.2,62.77,2.0
2020-03-24 11,14.0,0.0,18.4,10.0,67.5,62.73,2.0
2020-03-24 12,14.0,0.0,14.8,10.0,53.5,62.7,2.0
2020-03-24 13,15.0,0.0,18.4,10.0,53.3,58.83,2.0
2020-03-24 14,15.0,0.0,20.5,10.0,36.1,58.68,2.0
2020-03-24 15,15.0,0.0,18.4,10.0,36.0,54.9,2.0
2020-03-24 16,14.0,0.0,22.4,10.0,67.2,67.13,2.0
2020-03-24 17,13.0,0.0,24.2,10.0,67.5,58.23,2.0
2020-03-24 18,13.0,0.0,22.4,10.0,67.5,58.3,2.0
2020-03-25 05,10.0,0.0,29.5,8.0,67.7,87.38,2.0
2020-03-25 06,10.0,0.0,27.7,8.0,67.7,87.38,2.0
2020-03-25 07,10.0,6.0,27.8,7.0,67.2,87.45,5.0
2020-03-25 08,10.0,0.0,29.5,7.0,67.7,87.31,2.0
2020-03-25 09,10.0,0.0,27.7,7.0,67.7,87.35,2.0
2020-03-25 10,10.0,4.0,29.6,6.0,67.2,87.45,5.0
2020-03-25 11,9.0,0.0,38.8,8.0,67.7,87.22,2.0
2020-03-25 12,10.0,0.0,40.6,7.0,67.7,87.31,2.0
2020-03-25 13,10.0,2.0,33.5,8.0,67.2,87.44,5.0
